collateral_id,loan_id,collateral_type,collateral_value,valuation_date
7000565,504709,Real Estate,322778.47,2025-09-03
7000566,500482,Vehicle,72431.36,2026-05-18
7000567,503672,Commercial Property,21851.88,2023-01-27
7000568,500975,Real Estate,48858.93,2025-05-22
7000569,504419,Real Estate,467893.81,2023-04-25
7000570,501412,Vehicle,118644.84,2024-08-11
7000571,504964,Real Estate,246409.09,2026-05-17
7000572,503211,Real Estate,111586.84,2023-09-19
7000573,501175,Vehicle,401136.45,2023-01-09
7000574,503516,Vehicle,29687.43,2025-02-02
7000575,500518,Real Estate,51377.39,2026-01-05
7000576,500834,Other,96693.58,2023-02-11
7000577,500787,Commercial Property,307515.43,2025-07-03
7000578,504674,Equipment,77358.92,2023-02-28
7000579,500357,Commercial Property,253371.27,2023-08-29
7000580,502642,Commercial Property,313139.15,2024-09-27
7000581,503659,Other,44384.95,2026-01-24
7000582,502595,Real Estate,331864.06,2025-03-08
7000583,501546,Real Estate,259416.1,2023-01-06
7000584,501012,Real Estate,20903.89,2025-11-23
7000585,503955,Vehicle,66895.11,2025-08-11
7000586,500063,Real Estate,516729.47,2023-05-30
7000587,501448,Vehicle,583103.3,2024-02-25
7000588,501066,Commercial Property,70537.13,2024-07-13
7000589,500321,Real Estate,3861.67,2026-08-20
7000590,502169,Other,16579.55,2023-06-17
7000591,502821,Vehicle,13736.36,2025-01-07
7000592,504078,Vehicle,3106.39,2025-03-13
7000593,503498,Other,20772.15,2024-03-20
7000594,503852,Commercial Property,62346.32,2025-03-15
7000595,500644,Commercial Property,21954.23,2023-06-11
7000596,501921,Real Estate,59551.61,2024-07-05
7000597,501705,Vehicle,346381.81,2025-11-04
7000598,503761,Equipment,24235.11,2025-10-14
7000599,501558,Vehicle,584481.49,2023-05-18
7000600,504303,Real Estate,355217.56,2025-08-01
7000601,502096,Commercial Property,38470.44,2023-12-25
7000602,502211,Vehicle,20649.78,2023-05-18
7000603,500274,Equipment,789582.64,2026-04-04
7000604,501359,Real Estate,509245.64,2024-11-18
7000605,504172,Vehicle,393306.44,2024-12-18
7000606,503314,Equipment,543565.93,2025-11-05
7000607,503958,Real Estate,23306.4,2024-10-08
7000608,500762,Other,85243.13,2023-01-14
7000609,502875,Vehicle,6180.5,2025-07-26
7000610,504199,Equipment,20141.05,2026-08-20
7000611,504595,Vehicle,5765.84,2026-06-08
7000612,500242,Commercial Property,21322.0,2024-03-25
7000613,504679,Real Estate,44252.27,2026-03-10
7000614,501697,Other,75472.29,2023-07-11
7000615,503264,Vehicle,28128.96,2024-09-06
7000616,503231,Vehicle,404752.11,2025-03-25
7000617,504085,Real Estate,18524.35,2025-11-29
7000618,501053,Vehicle,285937.76,2024-02-17
7000619,503252,Real Estate,32316.35,2025-11-17
7000620,501986,Real Estate,58862.58,2025-01-03
7000621,503783,Equipment,544497.84,2025-01-08
7000622,501329,Vehicle,194888.62,2025-07-15
7000623,501711,Real Estate,3993.05,2025-12-20
7000624,504169,Vehicle,244914.32,2025-12-23
7000625,502426,Real Estate,2729.23,2025-02-02
7000626,500851,Real Estate,16901.1,2025-01-26
7000627,503905,Equipment,185435.72,2023-05-20
7000628,503564,Equipment,115258.3,2024-11-03
7000629,504646,Commercial Property,20266.37,2023-04-25
7000630,502331,Real Estate,63246.49,2023-04-02
7000631,502466,Real Estate,66582.39,2025-12-03
7000632,500010,Real Estate,22477.86,2025-01-10
7000633,500252,Real Estate,1354.1,2023-02-28
7000634,502199,Real Estate,422944.58,2024-06-25
7000635,502347,Real Estate,18111.95,2023-07-20
7000636,504876,Real Estate,212230.13,2023-05-19
7000637,504161,Real Estate,213783.66,2024-04-13
7000638,503636,Vehicle,63283.47,2026-06-19
7000639,500089,Equipment,13196.93,2024-10-24
7000640,504965,Real Estate,68202.37,2023-10-25
7000641,500353,Other,8651.71,2024-03-08
7000642,503132,Equipment,321470.71,2025-09-03
7000643,504724,Other,168440.48,2025-09-17
7000644,500180,Commercial Property,16510.99,2026-04-29
7000645,501427,Vehicle,25943.73,2025-09-22
7000646,501139,Vehicle,562971.66,2024-08-07
7000647,502946,Vehicle,17793.2,2024-08-03
7000648,503432,Real Estate,376952.71,2023-10-22
7000649,500169,Equipment,241935.05,2024-01-27
7000650,504437,Real Estate,6269.33,2024-09-04
7000651,505000,Equipment,29044.06,2024-09-11
7000652,501897,Real Estate,21322.0,2024-05-07
7000653,503914,Commercial Property,34113.84,2024-09-29
7000654,500138,Commercial Property,519798.02,2024-04-02
7000655,503171,Real Estate,261793.92,2025-07-20
7000656,503398,Real Estate,131496.68,2025-10-15
7000657,500476,Commercial Property,10873.16,2024-11-23
7000658,501424,Commercial Property,312971.84,2023-05-14
7000659,502678,Real Estate,117690.03,2025-10-06
7000660,504497,Commercial Property,16197.01,2026-01-01
7000661,500391,Vehicle,12676.8,2024-06-23
7000662,504267,Vehicle,391629.73,2025-09-17
7000663,501733,Real Estate,8613.63,2023-07-22
7000664,502945,Vehicle,193747.83,2026-06-20
7000665,502650,Real Estate,6275.15,2026-01-30
7000666,503615,Real Estate,548958.0,2025-11-14
7000667,504736,Real Estate,645863.64,2025-03-30
7000668,503312,Equipment,68006.0,2024-11-02
7000669,500650,Real Estate,41156.47,2026-06-21
7000670,502268,Commercial Property,11531.37,2024-07-07
7000671,501099,Equipment,72737.37,2023-10-14
7000672,500946,Commercial Property,21282.55,2026-04-25
7000673,504841,Commercial Property,291523.1,2023-06-13
7000674,504042,Commercial Property,20111.48,2025-05-27
7000675,503331,Commercial Property,14003.95,2025-03-19
7000676,500544,Real Estate,277805.99,2026-02-25
7000677,500847,Vehicle,3864.53,2025-01-28
7000678,500341,Equipment,34667.56,2025-09-04
7000679,500962,Other,13487.22,2025-02-14
7000680,502584,Real Estate,339627.64,2024-04-20
7000681,502020,Vehicle,107468.81,2025-01-26
7000682,500593,Real Estate,64488.34,2024-01-16
7000683,503766,Equipment,485649.8,2025-07-08
7000684,501591,Equipment,47324.72,2026-02-10
7000685,502325,Real Estate,82039.73,2025-07-20
7000686,504268,Real Estate,464207.74,2024-09-11
7000687,502150,Equipment,24844.4,2026-01-31
7000688,502279,Equipment,79460.71,2026-05-19
7000689,503349,Equipment,21222.76,2025-05-15
7000690,503868,Real Estate,311633.64,2025-07-28
7000691,500362,Real Estate,60663.5,2025-10-13
7000692,503266,Real Estate,55124.43,2023-04-29
7000693,504743,Vehicle,12510.15,2026-05-06
7000694,503800,Real Estate,173188.91,2026-05-11
7000695,500015,Vehicle,11535.05,2025-06-15
7000696,504122,Real Estate,208763.78,2024-11-13
7000697,504592,Equipment,395307.31,2023-12-16
7000698,500584,Vehicle,63744.67,2023-11-20
7000699,501216,Real Estate,290370.11,2024-07-17
7000700,503260,Commercial Property,41313.59,2024-02-26
7000701,503245,Real Estate,267337.89,2024-03-08
7000702,501972,Real Estate,448285.42,2024-10-05
7000703,504522,Real Estate,16319.19,2025-10-14
7000704,504316,Real Estate,166234.5,2025-04-22
7000705,503053,Commercial Property,314209.95,2025-08-27
7000706,503007,Vehicle,237887.19,2023-03-08
7000707,504624,Real Estate,206584.05,2024-01-13
7000708,501633,Equipment,58201.34,2024-10-02
7000709,501149,Vehicle,74726.39,2026-07-26
7000710,501431,Equipment,6376.95,2024-04-02
7000711,504264,Other,125608.74,2025-01-06
7000712,503487,Commercial Property,64782.79,2024-02-26
7000713,502916,Commercial Property,474989.45,2024-06-20
7000714,502245,Equipment,27301.9,2023-04-07
7000715,503818,Other,118681.07,2024-05-16
7000716,502811,Real Estate,195992.41,2024-01-03
7000717,503303,Real Estate,410182.99,2025-02-17
7000718,503350,Equipment,143305.44,2024-09-19
7000719,502883,Real Estate,70046.16,2023-05-12
7000720,501289,Vehicle,23659.21,2024-07-05
7000721,500449,Vehicle,240470.59,2025-09-14
7000722,500149,Real Estate,78372.31,2024-05-17
7000723,502364,Real Estate,387891.24,2024-12-21
7000724,501874,Vehicle,275641.71,2024-02-06
7000725,504591,Vehicle,107195.18,2025-04-26
7000726,502496,Equipment,13834.15,2024-10-15
7000727,503043,Vehicle,322533.2,2026-06-05
7000728,503346,Vehicle,433179.23,2023-06-28
7000729,500751,Vehicle,376183.6,2024-04-13
7000730,504681,Equipment,445059.47,2025-09-19
7000731,501284,Commercial Property,580430.23,2025-01-25
7000732,504978,Equipment,60571.52,2025-07-24
7000733,500981,Vehicle,137165.41,2025-01-13
7000734,502185,Vehicle,178221.21,2023-05-27
7000735,502435,Vehicle,6768.39,2024-06-26
7000736,504221,Real Estate,90583.01,2024-09-21
7000737,503849,Real Estate,33618.37,2024-05-28
7000738,500665,Real Estate,56881.11,2023-06-27
7000739,504598,Real Estate,27359.86,2024-04-23
7000740,504241,Other,14459.89,2026-06-18
7000741,503371,Commercial Property,120023.47,2023-12-09
7000742,503246,Real Estate,134240.39,2023-04-25
7000743,504488,Vehicle,8598.56,2023-12-09
7000744,502442,Vehicle,54900.78,2026-08-21
7000745,501940,Vehicle,133717.74,2026-03-09
7000746,501067,Vehicle,1019.62,2023-06-26
7000747,503453,Vehicle,24688.89,2024-02-06
7000748,504981,Vehicle,68233.06,2026-01-10
7000749,504133,Commercial Property,279407.78,2023-10-10
7000750,500443,Vehicle,138823.64,2026-05-14
7000751,502939,Vehicle,52421.02,2023-02-21
7000752,504408,Equipment,30487.98,2024-08-29
7000753,503421,Real Estate,228176.15,2023-01-13
7000754,501249,Real Estate,251216.87,2025-11-05
7000755,500653,Real Estate,60421.93,2024-01-28
7000756,500340,Vehicle,9671.76,2026-07-17
7000757,501781,Vehicle,122825.07,2025-08-12
7000758,502829,Real Estate,234751.47,2025-11-14
7000759,503633,Vehicle,305107.47,2026-04-11
7000760,500768,Commercial Property,53820.18,2024-02-14
7000761,502528,Real Estate,814149.86,2025-02-25
7000762,503599,Vehicle,11219.02,2023-02-07
7000763,504217,Vehicle,15865.72,2026-01-26
7000764,500743,Equipment,70323.56,2023-11-23
7000765,503186,Real Estate,163943.69,2024-03-20
7000766,501812,Other,17245.3,2025-09-22
7000767,503649,Real Estate,38843.85,2024-02-23
7000768,501647,Real Estate,38298.07,2026-02-23
7000769,502461,Vehicle,7112.93,2025-11-05
7000770,502297,Equipment,26213.32,2025-11-07
7000771,504470,Equipment,458540.97,2025-02-05
7000772,501462,Vehicle,411677.31,2023-01-05
7000773,503151,Other,40281.56,2025-06-27
7000774,503956,Real Estate,34179.96,2024-02-12
7000775,502023,Commercial Property,618615.85,2023-01-11
7000776,501071,Real Estate,81945.1,2023-07-08
7000777,501873,Real Estate,8643.13,2024-07-12
7000778,503181,Real Estate,18450.61,2025-02-15
7000779,504635,Equipment,68026.59,2023-05-31
7000780,500795,Vehicle,26095.49,2023-09-16
7000781,501663,Real Estate,567739.3,2024-08-08
7000782,500992,Real Estate,282672.03,2023-10-21
7000783,501790,Equipment,31780.72,2024-03-12
7000784,503496,Other,7709.95,2025-09-12
7000785,501014,Equipment,35639.94,2024-03-12
7000786,501400,Real Estate,413380.1,2025-05-03
7000787,501561,Vehicle,19902.51,2023-08-28
7000788,503274,Real Estate,28140.29,2023-11-17
7000789,501609,Real Estate,7051.38,2024-12-27
7000790,503397,Vehicle,246526.53,2024-07-19
7000791,500551,Vehicle,8336.96,2024-06-30
7000792,504062,Other,147189.6,2024-11-20
7000793,502953,Commercial Property,87549.3,2023-05-21
7000794,502244,Commercial Property,229563.18,2025-04-17
7000795,503081,Real Estate,147777.81,2025-02-13
7000796,503458,Other,151221.27,2023-10-05
7000797,500318,Vehicle,12941.21,2023-06-20
7000798,503017,Vehicle,8964.22,2025-08-17
7000799,501034,Real Estate,24118.78,2025-04-25
7000800,504258,Real Estate,10173.54,2023-06-20
7000801,502282,Real Estate,89781.66,2026-04-03
7000802,504921,Other,12826.86,2026-01-30
7000803,501582,Commercial Property,9335.45,2025-10-22
7000804,502718,Commercial Property,371222.24,2024-04-16
7000805,504684,Real Estate,6374.94,2026-05-30
7000806,502344,Vehicle,355405.85,2026-02-10
7000807,500583,Commercial Property,42610.19,2024-02-27
7000808,502243,Equipment,18351.3,2024-07-26
7000809,502950,Commercial Property,17851.76,2024-01-29
7000810,504594,Vehicle,213504.36,2026-01-04
7000811,504995,Other,13025.52,2023-10-05
7000812,502840,Real Estate,181179.14,2024-09-09
7000813,500724,Equipment,22079.36,2023-12-15
7000814,501500,Real Estate,60714.69,2026-06-26
7000815,502920,Other,633751.07,2024-04-12
7000816,500549,Equipment,137382.55,2023-11-30
7000817,503520,Real Estate,25784.31,2024-04-09
7000818,502780,Commercial Property,19670.53,2023-04-07
7000819,504253,Vehicle,14166.31,2025-10-22
7000820,504910,Commercial Property,9353.02,2025-11-30
7000821,503820,Other,7513.03,2026-05-25
7000822,503002,Real Estate,55964.46,2025-08-21
7000823,501205,Real Estate,115579.23,2024-01-07
7000824,500933,Commercial Property,209976.19,2024-08-25
7000825,502392,Equipment,168168.32,2025-03-11
7000826,500676,Equipment,39913.37,2025-09-26
7000827,504354,Equipment,19826.74,2023-04-26
7000828,503112,Vehicle,73504.9,2024-08-09
7000829,500233,Vehicle,86613.94,2025-07-31
7000830,500441,Real Estate,467700.94,2025-01-02
7000831,500968,Vehicle,37643.95,2025-10-03
7000832,503650,Real Estate,15797.72,2025-11-01
7000833,502553,Real Estate,6563.06,2026-06-13
7000834,503744,Equipment,14938.61,2025-12-29
7000835,503729,Vehicle,9369.15,2024-04-12
7000836,500802,Commercial Property,11244.33,2023-11-10
7000837,500784,Commercial Property,223430.59,2023-04-23
7000838,504549,Real Estate,117054.32,2025-12-03
7000839,500830,Vehicle,20162.55,2025-05-21
7000840,502976,Equipment,51839.87,2025-04-27
7000841,500605,Real Estate,310057.05,2025-01-19
7000842,503544,Real Estate,14485.8,2026-02-26
7000843,502251,Equipment,38085.69,2024-02-21
7000844,504507,Vehicle,138477.68,2026-06-14
7000845,501002,Equipment,216202.7,2023-10-03
7000846,501438,Real Estate,24081.38,2023-09-15
7000847,501341,Vehicle,46478.5,2025-08-20
7000848,504112,Commercial Property,23631.59,2024-09-27
7000849,501082,Vehicle,159399.33,2023-06-16
7000850,503278,Vehicle,22438.97,2024-09-16
7000851,504277,Vehicle,132013.23,2024-09-03
7000852,503992,Vehicle,105132.56,2023-02-24
7000853,504160,Vehicle,148370.06,2023-10-03
7000854,502876,Commercial Property,69621.93,2023-09-01
7000855,502929,Equipment,17273.89,2023-08-12
7000856,504881,Equipment,91099.56,2023-01-26
7000857,501316,Vehicle,6326.85,2025-06-16
7000858,501317,Vehicle,108668.19,2026-08-24
7000859,504726,Real Estate,61886.67,2026-07-09
7000860,503085,Vehicle,169053.79,2024-01-17
7000861,503621,Vehicle,81170.55,2024-02-02
7000862,501013,Real Estate,20582.23,2023-11-11
7000863,504971,Equipment,172676.53,2024-03-06
7000864,500903,Equipment,86857.6,2024-12-26
7000865,503226,Equipment,433832.31,2023-03-20
7000866,504302,Commercial Property,73434.97,2023-01-10
7000867,500552,Equipment,140974.74,2023-05-29
7000868,500984,Vehicle,64727.62,2025-02-17
7000869,502210,Vehicle,108859.68,2025-12-15
7000870,504739,Equipment,35933.4,2023-05-16
7000871,503685,Vehicle,515892.39,2026-01-07
7000872,502403,Real Estate,86071.28,2025-06-25
7000873,502765,Vehicle,111592.63,2025-07-13
7000874,504932,Vehicle,125668.83,2025-08-08
7000875,504474,Vehicle,140688.22,2025-02-05
7000876,501272,Real Estate,487408.3,2025-06-06
7000877,500158,Vehicle,30923.38,2026-07-29
7000878,502233,Equipment,28717.72,2023-11-16
7000879,504129,Real Estate,316288.65,2024-03-11
7000880,503489,Real Estate,12336.31,2025-10-15
7000881,503974,Real Estate,17210.16,2023-04-09
7000882,500678,Real Estate,28445.3,2024-07-22
7000883,502891,Equipment,37192.0,2025-12-08
7000884,503120,Equipment,18559.12,2025-02-21
7000885,501639,Vehicle,26740.23,2024-11-15
7000886,501554,Equipment,38950.0,2024-01-29
7000887,503297,Real Estate,11514.32,2024-09-05
7000888,501471,Vehicle,15927.11,2026-07-16
7000889,502577,Equipment,11836.5,2025-01-09
7000890,503015,Real Estate,105410.83,2026-07-27
7000891,501859,Real Estate,332030.53,2024-02-27
7000892,503770,Real Estate,27874.43,2023-05-01
7000893,504342,Real Estate,12851.66,2025-07-18
7000894,504715,Real Estate,10151.43,2023-07-09
7000895,500589,Equipment,13725.76,2023-05-19
7000896,501844,Vehicle,4456.87,2026-06-04
7000897,501849,Real Estate,206379.17,2023-06-30
7000898,504481,Vehicle,98745.43,2024-05-08
7000899,502077,Commercial Property,392808.27,2024-04-26
7000900,503298,Equipment,92327.81,2026-06-08
7000901,504824,Real Estate,13890.2,2024-05-05
7000902,501863,Vehicle,21972.68,2023-11-21
7000903,500835,Vehicle,239096.69,2024-07-28
7000904,501246,Equipment,257325.62,2025-05-01
7000905,501472,Real Estate,33138.22,2025-05-28
7000906,503108,Commercial Property,21401.33,2025-01-05
7000907,503378,Commercial Property,22528.48,2026-02-10
7000908,504529,Vehicle,187574.48,2025-08-08
7000909,500050,Vehicle,89407.82,2024-10-04
7000910,503595,Vehicle,3470.09,2024-02-18
7000911,500006,Commercial Property,101602.44,2024-11-14
7000912,500852,Equipment,98652.93,2023-08-11
7000913,504578,Real Estate,21907.98,2025-11-19
7000914,500857,Other,71415.85,2023-10-02
7000915,504345,Vehicle,1527.23,2026-01-14
7000916,501384,Vehicle,80683.69,2024-05-31
7000917,500655,Commercial Property,8837.11,2025-03-13
7000918,502224,Real Estate,22107.53,2024-05-10
7000919,502187,Equipment,287812.48,2023-12-24
7000920,501638,Equipment,306880.45,2024-11-04
7000921,502257,Real Estate,623678.8,2025-05-06
7000922,500936,Equipment,573999.94,2026-04-13
7000923,501315,Commercial Property,20646.03,2025-04-29
7000924,501318,Real Estate,23458.97,2024-06-11
7000925,503715,Vehicle,34733.03,2024-09-18
7000926,503124,Vehicle,20916.37,2024-09-10
7000927,504735,Equipment,49922.75,2025-11-04
7000928,503597,Commercial Property,26129.03,2026-06-23
7000929,502174,Real Estate,12054.29,2026-07-11
7000930,503643,Real Estate,353601.19,2023-06-08
7000931,504096,Equipment,123774.56,2025-01-03
7000932,501608,Real Estate,329935.09,2025-04-10
7000933,503706,Real Estate,13335.4,2023-12-06
7000934,503762,Real Estate,633088.77,2026-08-27
7000935,501952,Real Estate,11925.69,2025-03-28
7000936,502788,Equipment,255922.97,2024-03-29
7000937,500822,Vehicle,241207.05,2025-08-10
7000938,500260,Real Estate,313188.47,2023-02-24
7000939,500282,Other,50654.8,2024-10-16
7000940,501038,Vehicle,39812.36,2026-04-02
7000941,500424,Real Estate,51300.73,2025-02-11
7000942,504573,Vehicle,129667.12,2025-05-11
7000943,502182,Real Estate,26136.66,2024-12-26
7000944,503092,Real Estate,224304.68,2023-02-09
7000945,502982,Vehicle,144509.23,2023-04-02
7000946,502490,Equipment,64758.88,2025-06-12
7000947,504992,Equipment,373170.18,2024-08-05
7000948,502141,Real Estate,128699.78,2024-10-21
7000949,504849,Vehicle,40836.66,2026-03-15
7000950,502928,Other,18581.96,2023-02-09
7000951,501769,Vehicle,109797.61,2023-08-13
7000952,504185,Real Estate,513904.35,2023-09-24
7000953,502097,Equipment,30927.55,2024-03-06
7000954,504799,Vehicle,1799.81,2024-01-19
7000955,501834,Vehicle,101622.92,2023-03-14
7000956,503546,Equipment,173116.97,2024-09-15
7000957,503156,Vehicle,261209.76,2023-09-14
7000958,502053,Real Estate,36460.25,2025-04-12
7000959,501991,Real Estate,612748.54,2026-04-21
7000960,503645,Real Estate,359749.79,2024-09-02
7000961,503367,Real Estate,227295.95,2026-04-14
7000962,500285,Equipment,20848.74,2025-11-17
7000963,504353,Commercial Property,384365.21,2025-02-18
7000964,502320,Equipment,16369.32,2025-07-08
7000965,500712,Equipment,30104.45,2026-02-11
7000966,502458,Vehicle,13833.17,2023-09-16
7000967,502743,Real Estate,10485.1,2023-12-07
7000968,504605,Equipment,137483.32,2025-03-28
7000969,502801,Other,25472.59,2024-01-06
7000970,504628,Equipment,41715.94,2024-05-30
7000971,501981,Real Estate,10514.89,2023-01-30
7000972,504537,Commercial Property,18821.21,2026-05-15
