loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,loan_status,state,origination_date,maturity_date
500279,11294,Equipment Loan,152672.81,110050.92,8.67,Fully Paid,Pennsylvania,28-06-2023,07-06-2027
500280,10313,Mortgage,477744.57,305100.48,3.88,Active,New York,27-10-2021,06-10-2025
500281,11168,Auto Loan,30732.02,8353.57,9.34,Active,Florida,26-04-2024,07-02-2039
500282,10222,Mortgage,322388.08,104484.5,6.72,Active,Florida,06-09-2025,16-07-2035
500283,11398,Mortgage,687322.83,241761.07,7.87,Active,California,24-09-2022,18-08-2029
500284,12089,Auto Loan,42665.19,18810.34,6.36,Closed,Arizona,26-11-2019,04-10-2029
500285,11196,Equipment Loan,137284.29,34324.84,13.36,Active,Washington,02-07-2019,10-05-2029
500286,12313,Personal Loan,26654.47,17088.64,7.9,Active,Virginia,11-01-2024,28-09-2043
500287,11336,Auto Loan,24100.6,22420.43,9.41,Delinquent,Arizona,01-07-2023,10-06-2027
500288,10511,Mortgage,385634.16,122613.68,6.24,Delinquent,Florida,17-05-2019,26-04-2023
500289,12775,Auto Loan,29180.06,16648.09,5.78,Active,Florida,22-06-2022,09-03-2042
500290,11832,Mortgage,515813.54,361435.29,3.54,Closed,Ohio,28-07-2019,05-06-2029
500291,12940,Personal Loan,41324.8,24289.43,10.7,Active,Michigan,04-12-2023,29-06-2053
500292,10044,Mortgage,799116.76,252267.5,10.89,Active,Massachusetts,29-02-2020,08-02-2024
500293,12752,Personal Loan,22785.47,21714.52,7.92,Closed,Pennsylvania,22-06-2024,27-05-2029
500294,10401,Auto Loan,31982.25,17086.84,13.89,Active,Florida,17-12-2019,29-09-2034
500295,10971,Business Loan,154597.89,147634.88,9.48,Active,Illinois,10-10-2019,23-07-2034
500296,12561,Auto Loan,52794.39,46583.87,11.22,Active,Arizona,09-10-2025,18-08-2035
500297,10838,Auto Loan,52565.51,47293.61,10.72,Delinquent,Pennsylvania,21-04-2023,06-01-2043
500298,12636,Auto Loan,15805.6,5063.97,13.69,Active,Illinois,13-01-2023,07-12-2029
500299,12879,Auto Loan,68583.76,43593.01,11.83,Active,New Jersey,17-05-2024,11-04-2031
500300,11487,Auto Loan,48592.08,25129.17,8.16,Fully Paid,Texas,25-10-2024,03-09-2034
500301,12986,Personal Loan,12410.57,8049.6,13.09,Active,Illinois,03-06-2025,18-02-2045
500302,11755,Personal Loan,43019.88,31714.9,10.89,Delinquent,Texas,17-10-2021,30-07-2036
500303,11853,Personal Loan,66327.12,29393.81,9.18,Active,Massachusetts,23-04-2020,02-03-2030
500304,10990,Business Loan,289706.01,60160.81,10.55,Active,Arizona,25-12-2024,29-11-2029
500305,10507,Mortgage,829602.1,288465.7,9.04,Active,California,14-01-2025,23-11-2034
500306,10014,Business Loan,88366.78,42796.04,12.94,Fully Paid,Michigan,26-01-2024,21-08-2053
500307,10902,Personal Loan,59891.4,19146.97,5.32,Active,Washington,16-04-2021,28-01-2036
500308,11287,Auto Loan,54924.22,18994.91,10.11,Delinquent,New York,29-04-2024,29-03-2030
500309,11321,Personal Loan,48953.58,15726.12,12.92,Fully Paid,Massachusetts,08-10-2020,04-05-2050
500310,10722,Auto Loan,65297.98,24517.42,12.97,Closed,Georgia,15-01-2023,14-12-2028
500311,12677,Mortgage,202991.49,189052.68,6.86,Active,Michigan,12-03-2023,14-02-2028
500312,11837,Auto Loan,37112.73,6426.35,7.62,Fully Paid,California,20-09-2021,20-08-2027
500313,10394,Mortgage,171963.62,165268.61,9.15,Active,Virginia,11-07-2019,28-03-2039
500314,10863,Business Loan,506740.95,311238.28,4.46,Active,Virginia,22-09-2020,01-09-2024
500315,12066,Auto Loan,59131.09,40143.9,9.17,Active,Ohio,04-10-2020,29-08-2027
500316,11256,Personal Loan,45777.37,22739.04,12.31,Active,Texas,08-05-2024,23-04-2027
500317,11697,Personal Loan,43193.31,31036.04,11.49,Active,Texas,30-05-2025,24-12-2054
500318,11085,Auto Loan,16213.13,15089.8,12.6,Active,Illinois,20-08-2025,29-06-2035
500319,11703,Business Loan,204427.14,73482.54,7.52,Active,Pennsylvania,28-06-2023,12-06-2026
500320,12763,Mortgage,491871.5,264593.13,3.89,Active,Virginia,28-02-2020,15-11-2039
500321,11133,Personal Loan,15688.74,3987.14,5.14,Active,North Carolina,06-01-2021,06-12-2026
500322,11036,Mortgage,377616.95,340139.41,6.96,Active,North Carolina,29-01-2025,25-08-2054
500323,10935,Business Loan,422127.75,87809.99,13.42,Fully Paid,Pennsylvania,02-06-2020,18-05-2023
500324,11314,Mortgage,303066.15,206445.5,11.39,Closed,Florida,15-04-2019,31-12-2038
500325,11508,Mortgage,603089.99,199222.29,5.46,Active,New York,23-07-2023,09-04-2043
500326,10271,Personal Loan,11093,9565.11,9.33,Active,New Jersey,27-07-2022,11-07-2025
500327,12344,Business Loan,165805.31,116604.76,6.48,Active,Texas,19-06-2022,27-04-2032
500328,10717,Mortgage,262286.69,243869.69,13.46,Active,Massachusetts,25-07-2023,11-04-2043
500329,11912,Business Loan,95830.23,73752.08,8.87,Active,Michigan,21-10-2025,08-07-2045
500330,11132,Auto Loan,29433.79,27026.17,4.1,Active,North Carolina,15-10-2024,24-09-2028
500331,10677,Auto Loan,31921.99,27820.85,13.22,Active,Michigan,07-01-2020,11-12-2024
500332,10858,Auto Loan,69161.18,57148.44,5.64,Active,Ohio,16-02-2025,12-09-2054
500333,11075,Auto Loan,58143.5,18704.31,13.28,Delinquent,Ohio,19-11-2020,15-06-2050
500334,12844,Equipment Loan,127897.64,87233.88,5.39,Active,New York,06-01-2022,19-10-2036
500335,10378,Personal Loan,34725.82,32732.73,5.13,Active,North Carolina,13-04-2022,29-12-2041
500336,12021,Business Loan,586598.17,489672.13,10.66,Defaulted,Pennsylvania,08-07-2019,16-05-2029
500337,12583,Auto Loan,33519.37,23210.56,3.89,Fully Paid,California,07-11-2025,25-07-2045
500338,11354,Mortgage,472047.81,279845.3,13.7,Active,Virginia,12-10-2019,05-09-2026
500339,12312,Mortgage,540691.85,376764.54,8.84,Active,North Carolina,12-03-2022,24-02-2025
500340,12155,Personal Loan,14316.74,8491.5,6.13,Active,Massachusetts,05-06-2019,18-03-2034
500341,11407,Personal Loan,36244.59,32792.38,5.58,Active,North Carolina,22-12-2022,15-11-2029
500342,11728,Auto Loan,25226.88,21883.5,6.7,Active,Pennsylvania,01-05-2024,17-01-2044
500343,10240,Personal Loan,16979.13,11781.39,10.38,Defaulted,Pennsylvania,13-12-2025,17-11-2030
500344,12895,Auto Loan,43820.83,24376.81,9.43,Active,Washington,14-08-2022,19-07-2027
500345,12913,Auto Loan,21045.55,4544.16,5.42,Defaulted,Michigan,29-12-2025,28-11-2031
500346,11262,Auto Loan,26675.42,11879.39,8.2,Defaulted,Georgia,07-12-2025,03-07-2055
500347,11699,Personal Loan,38194.71,36489.33,6.56,Defaulted,Illinois,21-01-2023,29-11-2032
500348,11660,Personal Loan,50667.03,42883.67,6.17,Active,Florida,11-08-2020,27-07-2023
500349,10015,Mortgage,243514.96,175215.37,11.67,Active,California,03-06-2019,07-05-2024
500350,10093,Equipment Loan,196961.48,132953.05,5.57,Delinquent,New York,04-05-2025,13-03-2035
500351,10462,Auto Loan,28439.42,27383.89,4.96,Active,Illinois,06-03-2021,21-11-2040
500352,11266,Mortgage,846980.13,287587.88,11.34,Active,New Jersey,11-08-2020,11-07-2026
500353,12872,Personal Loan,53249.52,18003.66,11.35,Active,Ohio,10-12-2024,14-11-2029
500354,10280,Mortgage,417829.76,304894.74,13.22,Active,California,22-07-2020,31-05-2030
500355,12283,Mortgage,643336.93,517656.6,11.54,Active,Ohio,20-10-2021,29-08-2031
500356,11532,Business Loan,267157.26,231110.89,4.17,Active,Pennsylvania,21-09-2022,08-06-2042
500357,10866,Mortgage,317623.22,190694.64,10.77,Active,Illinois,01-12-2021,15-11-2024
500358,11859,Personal Loan,70018.76,16255.73,9.86,Delinquent,Illinois,26-07-2019,08-05-2034
500359,11589,Mortgage,693694.59,355389.86,6.88,Active,Georgia,19-01-2023,24-12-2027
500360,12333,Mortgage,497619.67,319319.69,7.73,Active,New York,06-09-2025,24-05-2045
500361,11697,Personal Loan,59459.95,36282.45,5.39,Fully Paid,Texas,23-04-2021,23-03-2027
500362,10386,Personal Loan,63660.67,45775.83,5.74,Closed,California,26-05-2025,19-04-2032
500363,11759,Business Loan,111357.17,31663.43,8.48,Active,Illinois,08-02-2020,23-01-2023
500364,11871,Business Loan,228063.99,181643.58,6.57,Fully Paid,Illinois,14-04-2020,31-12-2039
500365,10933,Equipment Loan,141139.08,89451.03,10.41,Active,Illinois,02-07-2022,10-05-2032
500366,11651,Mortgage,402585.42,355147.53,12.25,Active,North Carolina,31-01-2020,09-12-2029
500367,12855,Business Loan,212933.94,147198.42,9.04,Active,New Jersey,28-04-2024,09-02-2039
500368,12338,Auto Loan,76080.54,17031.65,13.76,Active,Florida,02-12-2022,26-10-2029
500369,12947,Personal Loan,63091.7,17052.44,11,Active,Illinois,06-06-2020,15-04-2030
500370,10406,Business Loan,586193.96,299919.84,7.99,Closed,Arizona,28-02-2019,15-11-2038
500371,10633,Personal Loan,8226.12,6948.65,8.84,Closed,Pennsylvania,28-10-2019,21-09-2026
500372,12088,Auto Loan,38481.61,30197.74,10.06,Active,North Carolina,30-10-2020,08-09-2030
500373,10778,Mortgage,371893.69,328873.91,4.93,Fully Paid,Illinois,20-07-2020,24-06-2025
500374,10637,Auto Loan,55600.03,29101.47,4.52,Active,Washington,24-08-2021,08-08-2024
500375,11784,Personal Loan,5542.17,5414.77,9.75,Active,North Carolina,26-09-2025,13-06-2045
500376,12705,Mortgage,670783.67,230650.37,8.63,Active,California,22-09-2021,22-08-2027
500377,10165,Mortgage,701183.8,488180.3,11.65,Active,Illinois,07-06-2019,31-12-2048
500378,10759,Mortgage,163739.73,152652.3,13.57,Active,Pennsylvania,03-12-2024,29-06-2054
500379,11905,Personal Loan,63309.99,47828.64,3.71,Delinquent,Virginia,07-02-2022,20-11-2036
500380,11958,Mortgage,627932.12,157046.56,10.14,Delinquent,Georgia,12-11-2020,28-10-2023
500381,11047,Auto Loan,40733.28,12216.2,12.36,Active,Georgia,24-12-2024,20-07-2054
500382,10647,Business Loan,73718.5,23062.69,4.02,Active,Washington,10-05-2023,08-04-2029
500383,12045,Mortgage,521493.92,141499.25,10.65,Active,North Carolina,23-10-2021,22-09-2027
500384,10776,Business Loan,242962.02,107730.86,7.84,Active,New Jersey,20-10-2021,13-09-2028
500385,12175,Business Loan,424686.78,341860.94,9.82,Active,Florida,22-06-2022,27-05-2027
500386,11354,Business Loan,184263.83,145302.32,11.26,Active,Virginia,12-08-2019,29-04-2039
500387,10089,Mortgage,526771.72,469194.18,11.48,Active,Ohio,05-04-2025,17-01-2040
500388,10640,Mortgage,643098.02,451435.14,9.63,Fully Paid,Virginia,07-12-2025,19-09-2040
500389,10975,Mortgage,512937.94,105664.99,13.72,Defaulted,Virginia,29-10-2022,03-10-2027
500390,12657,Auto Loan,77710.29,75053.02,6.49,Delinquent,Washington,08-04-2022,19-01-2037
500391,10564,Auto Loan,84278.76,16318.74,10.02,Fully Paid,Arizona,15-12-2020,28-09-2035
500392,11886,Mortgage,466006.04,82611.45,3.92,Fully Paid,New York,27-01-2020,11-01-2023
500393,11979,Auto Loan,58563.41,41786.01,5.83,Active,Washington,13-06-2021,13-05-2027
500394,10013,Business Loan,81554.46,15198.85,11.21,Fully Paid,North Carolina,30-03-2024,16-12-2043
500395,10569,Business Loan,402669.54,372104.99,13.4,Fully Paid,North Carolina,09-04-2019,13-03-2024
500396,11386,Auto Loan,53812.81,21554.19,14.15,Active,Pennsylvania,17-10-2025,26-09-2029
500397,11432,Mortgage,301150.42,277220.91,6.64,Closed,New Jersey,08-11-2020,13-10-2025
500398,11909,Personal Loan,62042.03,25400.45,13.64,Active,North Carolina,01-11-2019,09-09-2029
500399,11028,Mortgage,154119.39,89513.93,12.67,Closed,Arizona,22-12-2022,30-10-2032
500400,11611,Personal Loan,32414.33,17402.4,3.78,Active,New Jersey,08-01-2025,08-12-2030
500401,12935,Personal Loan,9753.04,9137.9,6.88,Delinquent,Texas,13-12-2023,27-11-2026
500402,10809,Auto Loan,71432.88,40661.99,13.61,Active,North Carolina,03-10-2019,27-08-2026
500403,12857,Personal Loan,52839.18,14703.29,9.05,Delinquent,Ohio,23-10-2020,19-05-2050
500404,11852,Auto Loan,35811.24,24748.19,3.93,Defaulted,Pennsylvania,16-02-2021,16-01-2027
500405,11700,Equipment Loan,102070.19,93669.59,5.33,Defaulted,Virginia,02-09-2024,29-03-2054
500406,11975,Equipment Loan,71910.92,17979.17,6.44,Active,Georgia,10-08-2020,27-04-2040
500407,11382,Mortgage,525831.42,494881.25,6.57,Defaulted,Illinois,28-03-2024,14-12-2043
500408,10872,Personal Loan,38835.23,9388.11,11.22,Fully Paid,New York,04-04-2025,19-03-2028
500409,12169,Personal Loan,58251.47,40494.19,8.99,Fully Paid,New York,07-02-2019,17-01-2023
500410,11415,Auto Loan,19715.99,9265.44,9.87,Active,Washington,10-04-2020,17-02-2030
500411,11213,Equipment Loan,97808.48,59980.04,12.48,Defaulted,Virginia,14-05-2021,08-12-2050
500412,12210,Mortgage,334661.35,181362.6,4.2,Active,Pennsylvania,19-07-2023,05-04-2043
500413,11684,Business Loan,548512.03,132819.49,13.02,Fully Paid,Ohio,12-01-2020,20-11-2029
500414,12204,Personal Loan,13989.21,12149.01,12.48,Fully Paid,Pennsylvania,12-07-2022,26-06-2025
500415,11318,Business Loan,252214.02,81552.51,5.79,Fully Paid,Texas,21-02-2020,05-02-2023
500416,12697,Personal Loan,7015.67,4921.86,10.24,Active,Illinois,06-10-2020,23-06-2040
500417,11335,Business Loan,510473.55,452472.34,12.8,Active,North Carolina,24-12-2019,01-11-2029
500418,12327,Mortgage,777825.29,536875.77,7.68,Defaulted,Arizona,25-11-2024,04-11-2028
500419,11954,Auto Loan,26760.19,25593.92,6.97,Active,Texas,05-03-2021,17-12-2035
500420,12772,Personal Loan,56641.65,26985.92,3.99,Fully Paid,Washington,22-01-2019,30-11-2028
500421,12540,Mortgage,559142.29,362805.37,8.38,Defaulted,North Carolina,07-06-2024,23-05-2027
500422,11948,Mortgage,352015.15,300726.61,13.94,Active,Michigan,29-10-2024,12-08-2039
500423,12461,Auto Loan,59357.15,21909,5.02,Active,New Jersey,27-02-2023,05-01-2033
500424,10783,Auto Loan,67004.72,63730.48,12.67,Fully Paid,Washington,11-12-2023,23-09-2038
500425,11481,Mortgage,326117.33,149966.37,14.1,Delinquent,Washington,18-06-2022,28-05-2026
500426,10711,Auto Loan,38631.78,9307.56,14.21,Defaulted,Michigan,06-07-2020,31-05-2027
500427,10348,Equipment Loan,77340.32,15765.04,13.23,Active,Virginia,14-11-2020,23-09-2030
500428,11464,Business Loan,67494.16,28729.57,6.45,Active,Ohio,31-01-2019,09-12-2028
500429,12814,Mortgage,211413.39,32293.87,5.05,Active,New Jersey,30-07-2025,08-06-2035
500430,10657,Equipment Loan,299407.09,261745.38,13.77,Active,Washington,17-08-2021,26-06-2031
500431,10979,Mortgage,737567.37,203765.45,3.76,Fully Paid,North Carolina,25-08-2020,08-06-2035
500432,10403,Personal Loan,30060.51,7379.52,12.73,Fully Paid,Arizona,31-08-2020,27-03-2050
500433,12414,Business Loan,358291.79,315904.07,12.36,Fully Paid,Ohio,15-07-2022,24-06-2026
500434,12334,Personal Loan,21060.73,9540.86,4.98,Active,Massachusetts,27-09-2022,01-09-2027
500435,10421,Auto Loan,33843.59,24614.81,13.12,Active,Virginia,04-06-2022,09-05-2027
500436,11761,Equipment Loan,175616.47,46575.77,6.26,Delinquent,Ohio,15-04-2022,09-11-2051
500437,10100,Equipment Loan,211162.76,61166.62,13.06,Active,Georgia,05-02-2022,20-01-2025
500438,12774,Mortgage,459962.49,221616.24,4.9,Delinquent,Michigan,12-05-2024,21-04-2028
500439,10130,Auto Loan,64844.56,18350.1,13.51,Fully Paid,Illinois,16-11-2025,12-06-2055
500440,10080,Mortgage,530037.01,230879.04,8.76,Active,North Carolina,10-11-2025,04-10-2032
500441,12167,Business Loan,581916.18,396591.56,8.08,Delinquent,Texas,04-06-2024,29-12-2053
500442,12871,Mortgage,217989.11,122628.93,3.7,Active,Texas,26-10-2023,19-09-2030
500443,11272,Business Loan,131472.09,120869.78,10.14,Fully Paid,Illinois,30-01-2021,15-01-2024
500444,10616,Personal Loan,32216.35,12605.21,5.02,Active,Georgia,24-03-2025,26-02-2030
500445,11469,Mortgage,411223.69,87394.78,6.26,Fully Paid,Massachusetts,27-08-2022,05-07-2032
500446,10601,Mortgage,636968.3,468161.02,5.91,Active,Florida,14-08-2021,01-05-2041
500447,11998,Mortgage,628517.57,134288.46,5.34,Delinquent,New York,24-08-2021,06-06-2036
500448,12393,Personal Loan,53610.69,40415.51,13.65,Active,Michigan,01-03-2025,03-02-2030
500449,12715,Mortgage,503500.21,361345.03,5.48,Defaulted,Georgia,12-08-2023,29-04-2043
500450,12169,Mortgage,165163.85,62069.63,8.75,Closed,New York,20-12-2019,29-11-2023
500451,11537,Business Loan,533616.8,384747.31,12.51,Delinquent,Pennsylvania,18-07-2024,11-02-2054
500452,10091,Mortgage,847429.18,401385.99,10.81,Fully Paid,New York,19-10-2024,18-09-2030
500453,12129,Equipment Loan,49802.84,15774.97,6.36,Active,Arizona,19-05-2024,04-05-2027
500454,10770,Auto Loan,83849.29,56351.85,9.28,Active,New Jersey,02-12-2021,11-11-2025
500455,11013,Auto Loan,42663.66,19301.53,9.58,Active,Texas,21-06-2024,08-03-2044
500456,12232,Mortgage,407340.67,386790.92,10.97,Defaulted,Pennsylvania,06-04-2020,06-03-2026
500457,11016,Personal Loan,36845,15361.84,8.52,Active,Georgia,18-01-2019,26-11-2028
500458,12834,Mortgage,547751.4,503724.82,14.13,Active,Illinois,13-06-2025,26-03-2040
500459,12834,Mortgage,840882.51,688170.06,6.85,Active,Illinois,11-01-2021,21-12-2024
500460,10073,Auto Loan,19384.18,4725.52,13.19,Active,California,03-04-2019,07-03-2024
500461,12577,Business Loan,158372.26,142160.7,11.66,Active,California,11-06-2021,05-05-2028
500462,12164,Equipment Loan,225694.11,208222.67,3.91,Active,Virginia,29-12-2024,08-12-2028
500463,12726,Auto Loan,67277.06,33385.17,5.44,Active,Texas,24-10-2019,06-08-2034
500464,12677,Business Loan,354280.61,142664.45,13.12,Active,Michigan,20-06-2024,07-03-2044
500465,11520,Business Loan,373936.03,116838.71,9.19,Active,Texas,11-02-2020,21-01-2024
500466,10703,Personal Loan,46195.16,34994.95,7.48,Active,Washington,03-03-2024,16-02-2027
500467,10655,Mortgage,832076.29,742946.26,10.07,Fully Paid,Pennsylvania,03-07-2019,17-06-2022
500468,10118,Personal Loan,23203.61,14300.2,7.4,Active,Michigan,01-06-2023,16-05-2026
500469,12040,Personal Loan,10864.48,2415.18,12.24,Delinquent,Georgia,01-04-2025,13-01-2040
500470,12599,Business Loan,448522.33,229909.49,13.53,Fully Paid,New Jersey,19-09-2020,06-06-2040
500471,11483,Auto Loan,88522.72,70669.35,10.36,Active,New York,12-12-2025,24-09-2040
500472,11939,Mortgage,214752.98,66116.57,10.54,Defaulted,Virginia,02-03-2019,17-11-2038
500473,10360,Auto Loan,32220.14,14142.96,6.31,Active,Florida,23-05-2025,27-04-2030
500474,10876,Personal Loan,18186.02,4702.54,7.74,Active,New York,21-09-2025,31-07-2035
500475,11123,Business Loan,324978.92,257717.88,11.69,Delinquent,Ohio,02-09-2024,02-08-2030
500476,12151,Personal Loan,29759.2,9614.86,11.34,Closed,New Jersey,20-05-2020,14-12-2049
500477,10297,Mortgage,277534.18,151702.82,4.06,Active,Illinois,27-11-2019,21-10-2026
500478,10778,Mortgage,436292.34,153483.07,3.71,Delinquent,Illinois,02-08-2023,06-07-2028
500479,11707,Auto Loan,26588.81,13839.24,8.54,Active,Pennsylvania,07-09-2022,17-08-2026
500480,10327,Mortgage,759373.74,136304.31,7.29,Fully Paid,New Jersey,16-11-2019,10-10-2026
500481,12194,Personal Loan,74779.7,65980.02,9.63,Closed,California,04-10-2020,30-04-2050
500482,11111,Mortgage,213490.12,129038.91,8.6,Active,Massachusetts,09-06-2025,19-05-2029
500483,10451,Equipment Loan,212786.65,132063.63,7.44,Delinquent,Massachusetts,06-09-2025,16-07-2035
500484,11631,Business Loan,153351.56,136773.88,6.97,Active,Illinois,21-11-2019,20-10-2025
500485,10597,Mortgage,291514.03,169445.07,8.29,Fully Paid,Arizona,04-07-2021,13-05-2031
500486,12892,Mortgage,499425.65,356392.89,5.57,Fully Paid,Georgia,02-11-2019,10-09-2029
500487,10609,Mortgage,763982.22,153925.07,13.15,Delinquent,Pennsylvania,11-05-2021,20-03-2031
500488,12557,Mortgage,183836.17,116100.38,3.71,Active,Washington,12-10-2023,07-05-2053
500489,10733,Auto Loan,86234.32,34811.37,9.88,Active,California,16-01-2019,15-12-2024
500490,11518,Personal Loan,31113.17,19718.24,10.74,Active,Ohio,07-04-2019,01-03-2026
500491,12521,Mortgage,609958.75,117075.03,12.62,Fully Paid,Virginia,16-03-2020,01-03-2023
500492,12845,Personal Loan,8031.41,4709.37,7.49,Defaulted,Michigan,08-12-2022,06-11-2028
500493,10850,Mortgage,596095.5,185157.14,10.74,Active,California,16-11-2025,29-08-2040
500494,10601,Personal Loan,21169.43,17496.2,9.55,Active,Florida,30-01-2025,30-12-2030
500495,11412,Auto Loan,37553.06,30053.84,7.44,Active,New York,16-07-2020,29-04-2035
500496,10828,Business Loan,292986.42,123927.94,4.13,Delinquent,Texas,10-04-2019,25-03-2022
500497,12743,Personal Loan,48165.61,42602.66,7.66,Fully Paid,Arizona,10-01-2025,19-11-2034
500498,12375,Business Loan,404031.25,125386.49,13.62,Active,North Carolina,16-11-2020,12-06-2050
500499,12618,Auto Loan,75779.94,32966.56,12.78,Active,North Carolina,12-04-2021,06-11-2050
500500,10567,Mortgage,229543.37,218696.39,9.18,Fully Paid,New Jersey,11-07-2025,20-05-2035
500501,12352,Personal Loan,28457.17,20773.59,11.73,Fully Paid,California,21-08-2023,16-03-2053
500502,12427,Auto Loan,64929.3,44786.47,7.92,Active,Georgia,04-12-2020,30-06-2050
